# x,y,z
-5.000000000000000000e+00,-5.000000000000000000e+00,4.509750225305544369e+00
-4.950000000000000178e+00,-5.000000000000000000e+00,4.874030508193715860e+00
-4.900000000000000355e+00,-5.000000000000000000e+00,4.999949650097631704e+00
-4.850000000000000533e+00,-5.000000000000000000e+00,4.885067354933926964e+00
-4.800000000000000711e+00,-5.000000000000000000e+00,4.538600995298880392e+00
-4.750000000000000888e+00,-5.000000000000000000e+00,3.980567762137705579e+00
-4.700000000000001066e+00,-5.000000000000000000e+00,3.240435942875339759e+00
-4.650000000000001243e+00,-5.000000000000000000e+00,2.355378675532657340e+00
-4.600000000000001421e+00,-5.000000000000000000e+00,1.368238004299368704e+00
-4.550000000000001599e+00,-5.000000000000000000e+00,3.253149513894853517e-01
-4.500000000000001776e+00,-5.000000000000000000e+00,-7.258973061703781759e-01
-4.450000000000001954e+00,-5.000000000000000000e+00,-1.738924785917721261e+00
-4.400000000000002132e+00,-5.000000000000000000e+00,-2.670366302486490984e+00
-4.350000000000002309e+00,-5.000000000000000000e+00,-3.481701574872149596e+00
-4.300000000000002487e+00,-5.000000000000000000e+00,-4.140783938420319110e+00
-4.250000000000002665e+00,-5.000000000000000000e+00,-4.622967746223721974e+00
-4.200000000000002842e+00,-5.000000000000000000e+00,-4.911841467788381266e+00
-4.150000000000003020e+00,-5.000000000000000000e+00,-4.999558212518274480e+00
-4.100000000000003197e+00,-5.000000000000000000e+00,-4.886774892202043752e+00
-4.050000000000003375e+00,-5.000000000000000000e+00,-4.582228617942901927e+00
-4.000000000000003553e+00,-5.000000000000000000e+00,-4.101993519397245436e+00
-3.950000000000003730e+00,-5.000000000000000000e+00,-3.468472501300850386e+00
-3.900000000000003908e+00,-5.000000000000000000e+00,-2.709186249431454918e+00
-3.850000000000004086e+00,-5.000000000000000000e+00,-1.855426005429514635e+00
-3.800000000000004263e+00,-5.000000000000000000e+00,-9.408373744546734141e-01
-3.750000000000004441e+00,-5.000000000000000000e+00,-7.228201527834031153e-14
-3.700000000000004619e+00,-5.000000000000000000e+00,9.329372455624805882e-01
-3.650000000000004796e+00,-5.000000000000000000e+00,1.825513335460495767e+00
-3.600000000000004974e+00,-5.000000000000000000e+00,2.648061311135354146e+00
-3.550000000000005151e+00,-5.000000000000000000e+00,3.374630718318626599e+00
-3.500000000000005329e+00,-5.000000000000000000e+00,3.983704000733196526e+00
-3.450000000000005507e+00,-5.000000000000000000e+00,4.458695226124919309e+00
-3.400000000000005684e+00,-5.000000000000000000e+00,4.788229618013505551e+00
-3.350000000000005862e+00,-5.000000000000000000e+00,4.966211528342683756e+00
-3.300000000000006040e+00,-5.000000000000000000e+00,4.991696395663654862e+00
-3.250000000000006217e+00,-5.000000000000000000e+00,4.868588669869049035e+00
-3.200000000000006395e+00,-5.000000000000000000e+00,4.605192521423330021e+00
-3.150000000000006573e+00,-5.000000000000000000e+00,4.213645353351656908e+00
-3.100000000000006750e+00,-5.000000000000000000e+00,3.709265741001252614e+00
-3.050000000000006928e+00,-5.000000000000000000e+00,3.109847549107535691e+00
-3.000000000000007105e+00,-5.000000000000000000e+00,2.434930783753452399e+00
-2.950000000000007283e+00,-5.000000000000000000e+00,1.705077433848704027e+00
-2.900000000000007461e+00,-5.000000000000000000e+00,9.411773730824350981e-01
-2.850000000000007638e+00,-5.000000000000000000e+00,1.638055700006149362e-01
-2.800000000000007816e+00,-5.000000000000000000e+00,-6.073523699418642563e-01
-2.750000000000007994e+00,-5.000000000000000000e+00,-1.353993704527987951e+00
-2.700000000000008171e+00,-5.000000000000000000e+00,-2.059602838920687518e+00
-2.650000000000008349e+00,-5.000000000000000000e+00,-2.709762296356149847e+00
-2.600000000000008527e+00,-5.000000000000000000e+00,-3.292370087792701572e+00
-2.550000000000008704e+00,-5.000000000000000000e+00,-3.797766542307568383e+00
-2.500000000000008882e+00,-5.000000000000000000e+00,-4.218776474061933790e+00
-2.450000000000009059e+00,-5.000000000000000000e+00,-4.550674798530629062e+00
-2.400000000000009237e+00,-5.000000000000000000e+00,-4.791085358887792189e+00
-2.350000000000009415e+00,-5.000000000000000000e+00,-4.939823797805845906e+00
-2.300000000000009592e+00,-5.000000000000000000e+00,-4.998695847186265695e+00
-2.250000000000009770e+00,-5.000000000000000000e+00,-4.971262462236915702e+00
-2.200000000000009948e+00,-5.000000000000000000e+00,-4.862582862700827846e+00
-2.150000000000010125e+00,-5.000000000000000000e+00,-4.678945836205990361e+00
