step,w1,w2
0,0.4245237410068512,-0.38893041014671326
1,0.42429348826408386,-0.38918933272361755
2,0.4240171015262604,-0.38941675424575806
3,0.42375972867012024,-0.3896661102771759
4,0.4234885275363922,-0.3899344205856323
5,0.42317771911621094,-0.39015698432922363
6,0.42289477586746216,-0.3903447985649109
7,0.42262130975723267,-0.3905769884586334
8,0.42235806584358215,-0.39081814885139465
9,0.42203956842422485,-0.3910476565361023
10,0.42175552248954773,-0.3912960886955261
11,0.4214911162853241,-0.39158353209495544
12,0.4212459921836853,-0.3918561041355133
13,0.42097264528274536,-0.3921585977077484
14,0.42077746987342834,-0.3923974335193634
15,0.42049479484558105,-0.39266490936279297
16,0.42021724581718445,-0.39297303557395935
17,0.41993358731269836,-0.3932865560054779
18,0.41962406039237976,-0.3935515880584717
19,0.4193507432937622,-0.39380547404289246
20,0.4190719723701477,-0.393976628780365
21,0.4188803434371948,-0.3942689001560211
22,0.4186697006225586,-0.39449650049209595
23,0.41838210821151733,-0.3947809934616089
24,0.41814830899238586,-0.3950551450252533
25,0.41788166761398315,-0.3952430784702301
26,0.41763797402381897,-0.3955242931842804
27,0.4173222482204437,-0.39574918150901794
28,0.4170462191104889,-0.396033376455307
29,0.41676464676856995,-0.39631178975105286
30,0.41647955775260925,-0.3965837061405182
31,0.41622647643089294,-0.39681655168533325
32,0.41595935821533203,-0.3970816135406494
33,0.41566699743270874,-0.3973689675331116
34,0.4153965711593628,-0.39764606952667236
35,0.4151122570037842,-0.3978780508041382
36,0.4148063361644745,-0.3981539011001587
37,0.41453632712364197,-0.39843231439590454
38,0.41426995396614075,-0.3986537456512451
39,0.4139959216117859,-0.3988853693008423
40,0.41370856761932373,-0.3991965353488922
41,0.4134695827960968,-0.3994826674461365
42,0.4131844639778137,-0.3997455835342407
43,0.41293084621429443,-0.40005338191986084
44,0.41273120045661926,-0.4002789258956909
45,0.41247135400772095,-0.4005509912967682
46,0.4122244715690613,-0.40081971883773804
47,0.4120257496833801,-0.4010632038116455
48,0.4117277264595032,-0.40128254890441895
49,0.41145679354667664,-0.40157055854797363
50,0.41123703122138977,-0.4017823040485382
51,0.4110034108161926,-0.4020822048187256
52,0.4107845425605774,-0.4022936224937439
53,0.41057848930358887,-0.40253058075904846
54,0.41038328409194946,-0.4028034806251526
55,0.41013550758361816,-0.40314480662345886
56,0.4098827540874481,-0.4034648835659027
57,0.40961796045303345,-0.40367692708969116
58,0.4093528687953949,-0.4038721024990082
59,0.40910598635673523,-0.40417271852493286
60,0.4088926315307617,-0.4044545888900757
61,0.4086174964904785,-0.40468162298202515
62,0.40840470790863037,-0.4049162268638611
63,0.4081573486328125,-0.4051503539085388
64,0.4078636169433594,-0.4053927958011627
65,0.4075767397880554,-0.4056934714317322
66,0.4073459208011627,-0.40591609477996826
67,0.4069966971874237,-0.40624845027923584
68,0.40674832463264465,-0.40654730796813965
69,0.40642255544662476,-0.40687164664268494
70,0.40621477365493774,-0.4071343243122101
71,0.4059589207172394,-0.4074214994907379
72,0.4056759476661682,-0.40766510367393494
73,0.4054165482521057,-0.40795013308525085
74,0.40513724088668823,-0.40820878744125366
75,0.40491169691085815,-0.40845751762390137
76,0.40462127327919006,-0.40870416164398193
77,0.4043594300746918,-0.40893805027008057
78,0.40406563878059387,-0.4091513156890869
79,0.40386027097702026,-0.40936005115509033
80,0.4035969376564026,-0.40955832600593567
81,0.4033835530281067,-0.40983399748802185
82,0.40313681960105896,-0.41010069847106934
83,0.4028942584991455,-0.4103095829486847
84,0.4026336669921875,-0.4105091691017151
85,0.402348130941391,-0.41075921058654785
86,0.40213221311569214,-0.41097918152809143
87,0.40187230706214905,-0.41118186712265015
88,0.4015835225582123,-0.4114464819431305
89,0.40134066343307495,-0.41170328855514526
90,0.40108340978622437,-0.41194161772727966
91,0.4008793532848358,-0.4121897518634796
92,0.4005988836288452,-0.41239050030708313
93,0.4003656208515167,-0.41264617443084717
94,0.400055855512619,-0.41279318928718567
95,0.3998309075832367,-0.41298383474349976
96,0.399588942527771,-0.41318178176879883
97,0.3993483781814575,-0.41346487402915955
98,0.3991093933582306,-0.4136928915977478
99,0.39881134033203125,-0.413963258266449
100,0.3985115587711334,-0.414162814617157
101,0.39821985363960266,-0.4144199788570404
102,0.39798322319984436,-0.4147682785987854
103,0.39775988459587097,-0.41499438881874084
104,0.39751100540161133,-0.4152856171131134
105,0.3972580134868622,-0.4155499339103699
106,0.39700034260749817,-0.4158000648021698
107,0.39674112200737,-0.4160706400871277
108,0.39649301767349243,-0.41630351543426514
109,0.3962448835372925,-0.4166002869606018
110,0.39603057503700256,-0.4168397784233093
111,0.3958735764026642,-0.41702207922935486
112,0.3955715298652649,-0.41723451018333435
113,0.39529678225517273,-0.41749078035354614
114,0.39498594403266907,-0.4177406430244446
115,0.394749253988266,-0.41794946789741516
116,0.3945137560367584,-0.41811904311180115
117,0.39423608779907227,-0.418352335691452
118,0.39397433400154114,-0.41860896348953247
119,0.39371609687805176,-0.41895920038223267
120,0.39343106746673584,-0.4192667007446289
121,0.39318686723709106,-0.41947436332702637
122,0.39296042919158936,-0.41977712512016296
123,0.3926665484905243,-0.41998323798179626
124,0.39247557520866394,-0.42012953758239746
125,0.3922051191329956,-0.42041152715682983
126,0.39192813634872437,-0.4206576347351074
127,0.39169061183929443,-0.4209025204181671
128,0.39139795303344727,-0.4211741089820862
129,0.39116376638412476,-0.42141467332839966
130,0.3908202648162842,-0.42166832089424133
131,0.3905271887779236,-0.4219333231449127
132,0.3902617394924164,-0.4221002459526062
133,0.38998526334762573,-0.4223403036594391
134,0.3897002935409546,-0.4225367307662964
135,0.38946104049682617,-0.42277857661247253
136,0.3891545236110687,-0.42296701669692993
137,0.38888031244277954,-0.4232729971408844
138,0.3886266052722931,-0.4235445261001587
139,0.38840821385383606,-0.42374172806739807
140,0.3881221413612366,-0.4239281415939331
141,0.38787126541137695,-0.42423075437545776
142,0.38761118054389954,-0.42449793219566345
143,0.387369304895401,-0.4247056841850281
144,0.387066125869751,-0.4249753952026367
145,0.38674601912498474,-0.4252088963985443
146,0.3864823579788208,-0.42547252774238586
147,0.3862261176109314,-0.42569097876548767
148,0.38594236969947815,-0.42599815130233765
149,0.3856872022151947,-0.42622947692871094
150,0.38547560572624207,-0.42646926641464233
151,0.3852393329143524,-0.4266759753227234
152,0.38501933217048645,-0.4268769323825836
153,0.38472652435302734,-0.4271811842918396
154,0.3843926787376404,-0.4273131191730499
155,0.38416314125061035,-0.42758050560951233
156,0.3839234411716461,-0.4278140664100647
157,0.38367602229118347,-0.4280749559402466
158,0.3834581673145294,-0.4283113479614258
159,0.3832365870475769,-0.42858096957206726
160,0.38298797607421875,-0.42882871627807617
161,0.3827527165412903,-0.4291113018989563
162,0.3824416399002075,-0.4293615221977234
163,0.38215160369873047,-0.42959341406822205
164,0.38185203075408936,-0.42978477478027344
165,0.3816251754760742,-0.4300806224346161
166,0.381355881690979,-0.43029478192329407
167,0.3810745179653168,-0.43048742413520813
168,0.3808293640613556,-0.4307543933391571
169,0.3805824816226959,-0.4309179186820984
170,0.38033127784729004,-0.43116840720176697
171,0.3800509572029114,-0.4314388036727905
172,0.37979656457901,-0.43171587586402893
173,0.3795187473297119,-0.4319502115249634
174,0.3792400360107422,-0.4321887195110321
175,0.3789694905281067,-0.43244749307632446
176,0.3786817491054535,-0.432681143283844
177,0.3784337043762207,-0.43291231989860535
178,0.378155916929245,-0.43316689133644104
179,0.3778957724571228,-0.43339619040489197
180,0.37760114669799805,-0.43368494510650635
181,0.37733781337738037,-0.4339187741279602
182,0.37707921862602234,-0.4340985119342804
183,0.3768000602722168,-0.43439918756484985
184,0.37654146552085876,-0.43460613489151
185,0.37627217173576355,-0.43481889367103577
186,0.3759966492652893,-0.435066819190979
187,0.3757871091365814,-0.43526336550712585
188,0.3755282759666443,-0.4354168176651001
189,0.3752991855144501,-0.4356394112110138
190,0.37504515051841736,-0.4358122646808624
191,0.37478774785995483,-0.4360876977443695
192,0.3745409846305847,-0.43629828095436096
193,0.3743141293525696,-0.4364809989929199
194,0.3739805519580841,-0.436672568321228
195,0.3736422061920166,-0.4369749426841736
196,0.37338563799858093,-0.4372613728046417
197,0.37312132120132446,-0.43761298060417175
198,0.3728821873664856,-0.4377906620502472
199,0.37264493107795715,-0.4380926787853241
200,0.37243425846099854,-0.4383145868778229
201,0.3721913993358612,-0.4385353624820709
202,0.3719731867313385,-0.43873071670532227
203,0.3717498481273651,-0.4389783442020416
204,0.37154698371887207,-0.4391719698905945
205,0.3712708652019501,-0.4393841028213501
206,0.3710073232650757,-0.4396606683731079
207,0.370795339345932,-0.4399041533470154
208,0.3705589473247528,-0.4402092695236206
209,0.3702780306339264,-0.4404814541339874
210,0.37003207206726074,-0.44072574377059937
211,0.3697544038295746,-0.44102442264556885
212,0.36951684951782227,-0.4412612318992615
213,0.36932048201560974,-0.4414655268192291
214,0.3690875172615051,-0.4417078495025635
215,0.36881375312805176,-0.44194915890693665
216,0.3685789406299591,-0.442166268825531
217,0.36827415227890015,-0.4424257278442383
218,0.36804693937301636,-0.44272580742836
219,0.3677283823490143,-0.44296130537986755
220,0.3674454092979431,-0.44326624274253845
221,0.36724284291267395,-0.44347813725471497
222,0.3669751286506653,-0.4437633454799652
223,0.3666829764842987,-0.44405534863471985
224,0.36642956733703613,-0.44438037276268005
225,0.3661485016345978,-0.44462984800338745
226,0.36584389209747314,-0.4448910653591156
227,0.36563193798065186,-0.44518542289733887
228,0.36537179350852966,-0.44536733627319336
229,0.3651041090488434,-0.44561389088630676
230,0.3648800849914551,-0.4458111524581909
231,0.36466479301452637,-0.4461345672607422
232,0.3644132614135742,-0.44636186957359314
233,0.3641801178455353,-0.446656197309494
234,0.36394232511520386,-0.4469239413738251
235,0.3637728989124298,-0.4471355080604553
236,0.3635074198246002,-0.4473302960395813
237,0.3633139431476593,-0.44756001234054565
238,0.3630797564983368,-0.4477493166923523
239,0.36281561851501465,-0.4479447305202484
240,0.3625849187374115,-0.44815847277641296
241,0.3623444139957428,-0.4484023451805115
242,0.36212635040283203,-0.4486510753631592
243,0.3618902564048767,-0.44894126057624817
244,0.3616294264793396,-0.449260950088501
245,0.3613433539867401,-0.4495430290699005
246,0.3610992431640625,-0.4497794806957245
247,0.3608541488647461,-0.449992299079895
248,0.3606211841106415,-0.4502742886543274
249,0.36035311222076416,-0.4504320025444031
250,0.3601069450378418,-0.45067185163497925
251,0.3598346412181854,-0.45091143250465393
252,0.35959190130233765,-0.4511565864086151
253,0.35935696959495544,-0.45135045051574707
254,0.35910093784332275,-0.45160019397735596
255,0.35888671875,-0.4518071413040161
256,0.3585931658744812,-0.4521121680736542
257,0.3583308756351471,-0.45241403579711914
258,0.35812079906463623,-0.4526479244232178
259,0.3579067587852478,-0.45291033387184143
260,0.35760676860809326,-0.4531417191028595
261,0.35735148191452026,-0.4534273147583008
262,0.3570677936077118,-0.45366838574409485
263,0.3568444848060608,-0.4538734257221222
264,0.3566020131111145,-0.45409926772117615
265,0.35634714365005493,-0.45432794094085693
266,0.3561960458755493,-0.4545373320579529
267,0.35593053698539734,-0.4547310769557953
268,0.3557078540325165,-0.45490527153015137
269,0.3554280698299408,-0.4551718533039093
270,0.3551311194896698,-0.4554469883441925
271,0.3548622727394104,-0.45569878816604614
272,0.3546001613140106,-0.4559359848499298
273,0.3543235659599304,-0.45609214901924133
274,0.3540340065956116,-0.4563271999359131
275,0.35375064611434937,-0.4565827250480652
276,0.3534899950027466,-0.45679599046707153
277,0.353168785572052,-0.4570505619049072
278,0.35291236639022827,-0.4573548436164856
279,0.35265007615089417,-0.45761388540267944
280,0.3524079918861389,-0.45786839723587036
281,0.35219770669937134,-0.45817437767982483
282,0.3518979549407959,-0.4584293067455292
283,0.35165712237358093,-0.45865076780319214
284,0.35135024785995483,-0.4588931202888489
285,0.3510778546333313,-0.45915019512176514
286,0.3508562743663788,-0.45939356088638306
287,0.35056644678115845,-0.45958635210990906
288,0.3503201901912689,-0.45975083112716675
289,0.35004639625549316,-0.46000421047210693
290,0.34984174370765686,-0.46024224162101746
291,0.3495878577232361,-0.46047571301460266
292,0.3494022488594055,-0.460664302110672
293,0.34919461607933044,-0.4609350562095642
294,0.3489396870136261,-0.4610762596130371
295,0.34869974851608276,-0.4613350033760071
296,0.3484615683555603,-0.4615997076034546
297,0.3481917977333069,-0.46185410022735596
298,0.34791937470436096,-0.46212244033813477
299,0.3476596772670746,-0.46236419677734375
300,0.3473745882511139,-0.4625851809978485
301,0.34707677364349365,-0.46292051672935486
302,0.34676992893218994,-0.46317124366760254
303,0.3465794324874878,-0.46355170011520386
304,0.34635764360427856,-0.46380966901779175
305,0.34610214829444885,-0.4640370309352875
306,0.34585753083229065,-0.46421247720718384
307,0.34559857845306396,-0.4643824100494385
308,0.34528738260269165,-0.46458977460861206
309,0.3450831174850464,-0.46475449204444885
310,0.34481918811798096,-0.46492892503738403
311,0.3445964455604553,-0.46519339084625244
312,0.34432920813560486,-0.4654507339000702
313,0.34410375356674194,-0.46571025252342224
314,0.3438831567764282,-0.4658987522125244
315,0.3436054587364197,-0.4660807251930237
316,0.3433831036090851,-0.46635910868644714
317,0.34315091371536255,-0.46663546562194824
318,0.3429091274738312,-0.4669695496559143
319,0.34270530939102173,-0.4672457277774811
320,0.3424780070781708,-0.4675368666648865
321,0.3421991169452667,-0.46778181195259094
322,0.3419320583343506,-0.46801304817199707
323,0.3417138159275055,-0.4682948589324951
324,0.34144657850265503,-0.4685174524784088
325,0.34117603302001953,-0.4687190353870392
326,0.34095779061317444,-0.4689740240573883
327,0.34070560336112976,-0.4691712260246277
328,0.34042754769325256,-0.4694141447544098
329,0.34019118547439575,-0.4697081744670868
330,0.33996981382369995,-0.46988025307655334
331,0.339700847864151,-0.47018253803253174
332,0.3394693434238434,-0.47035861015319824
333,0.339204877614975,-0.47058817744255066
334,0.3389809727668762,-0.47077125310897827
335,0.3387301564216614,-0.4710042178630829
336,0.33854714035987854,-0.4712369740009308
337,0.33829039335250854,-0.47145944833755493
338,0.33802860975265503,-0.47170740365982056
339,0.3377399444580078,-0.4719245433807373
340,0.3374566435813904,-0.47213152050971985
341,0.3371030390262604,-0.47241130471229553
342,0.3368738293647766,-0.47264015674591064
343,0.3366551101207733,-0.47285860776901245
344,0.33644819259643555,-0.4730828106403351
345,0.3362196385860443,-0.47328534722328186
346,0.3360297679901123,-0.4734745919704437
347,0.3357556164264679,-0.4737260639667511
348,0.3354627788066864,-0.4739542603492737
349,0.3352249264717102,-0.47423768043518066
350,0.33504819869995117,-0.47445446252822876
351,0.3348168134689331,-0.4746750593185425
352,0.3346134424209595,-0.4749545454978943
353,0.3344056010246277,-0.4752032160758972
354,0.3341638147830963,-0.47545579075813293
355,0.3339133858680725,-0.47570890188217163
356,0.33365803956985474,-0.47593045234680176
357,0.33338066935539246,-0.4761873781681061
358,0.3331157863140106,-0.4764404594898224
359,0.33289435505867004,-0.47666075825691223
360,0.3326314687728882,-0.4768455922603607
361,0.33230459690093994,-0.47709619998931885
362,0.33207938075065613,-0.4773351848125458
363,0.3318386673927307,-0.4776136875152588
364,0.3315183222293854,-0.4778430163860321
365,0.33122768998146057,-0.47806891798973083
366,0.330966979265213,-0.4782816767692566
367,0.330722838640213,-0.47845029830932617
368,0.3304864466190338,-0.478682279586792
369,0.33022555708885193,-0.47895723581314087
370,0.32990673184394836,-0.47920942306518555
371,0.3296908736228943,-0.47946804761886597
372,0.32944944500923157,-0.4797578752040863
373,0.3291724920272827,-0.48002079129219055
374,0.32888469099998474,-0.4803523123264313
375,0.3286628723144531,-0.48060208559036255
376,0.3284493088722229,-0.48081672191619873
377,0.32820799946784973,-0.480989545583725
378,0.32798123359680176,-0.48128610849380493
379,0.3276841342449188,-0.48153790831565857
380,0.32741737365722656,-0.48186227679252625
381,0.3271876871585846,-0.48209184408187866
382,0.3268938362598419,-0.48237571120262146
383,0.326665461063385,-0.48259681463241577
384,0.3264065086841583,-0.4827696681022644
385,0.32621416449546814,-0.48293474316596985
386,0.32591933012008667,-0.4831412732601166
387,0.3257526457309723,-0.4834074378013611
388,0.32546132802963257,-0.483650803565979
389,0.3251990079879761,-0.48387959599494934
390,0.3250305652618408,-0.48411160707473755
391,0.3247925341129303,-0.484380304813385
392,0.3244880735874176,-0.48466286063194275
393,0.3242577910423279,-0.4848843514919281
394,0.32399773597717285,-0.4850887060165405
395,0.32374751567840576,-0.4853403866291046
396,0.3234878480434418,-0.48561370372772217
397,0.32327187061309814,-0.4858078062534332
398,0.323031485080719,-0.4860297441482544
399,0.32279667258262634,-0.4862087666988373
400,0.3225271999835968,-0.4865177571773529
401,0.3223177194595337,-0.4867708683013916
402,0.3220788240432739,-0.4870087504386902
403,0.3217877447605133,-0.4872877597808838
404,0.32157063484191895,-0.48747023940086365
405,0.32132306694984436,-0.4876798987388611
406,0.3210518956184387,-0.48799431324005127
407,0.3207802176475525,-0.4882569909095764
408,0.32049548625946045,-0.4885064661502838
409,0.32022330164909363,-0.48872658610343933
410,0.32005083560943604,-0.4889223277568817
411,0.3197462558746338,-0.4892432391643524
